Product ASIN,Product Name,Title,Rating,Actual Review
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Best one,4,Good features but expected more resolution.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",I phone 16,4,Good.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Accessories is bad quality,4,"Phone is good. But the charging cable is poor quality. Within 2 months, the cable stopped working. Bad quality of accessories."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Battery backup should be increase,4,High price and low charging backup. 1100 mAh battery is less when compared to Plus model.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Not Worth the Hype,3,"First iPhone experience slightly disappointing. Missing Android features like volume control granularity, number row, notification options, and back gestures. Some positives: camera, smoothness, Apple ecosystem."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Good product,4,"Very nice, good quality and very fast delivered."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",iPhone 16,4,"Good product, rating would have been 5 star but for hassle in exchange of old phone."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Nice mobile,5,Nice.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Perfect Compact Size Screen Daily Driver,5,"Best if you want a compact screen and adequate battery for a day with full-time mobile data on. Compact size, lightweight, enough for daily use."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Awesome phone,5,Awesome phone.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Wow,5,Wow
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Best,5,Good performance
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Good,4,Good
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",I like it to use very fast,5,Good phone this
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Must buy,5,Stylish
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Good Quality,4,Good product
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Good,5,Excellent
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Real Review Guy ??,4,Nice
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Happiness,5,"First iPhone. Initially difficult to adjust to iOS. Value for money, secure. Excellent camera, especially macro. Completely satisfied. Thanks for prompt delivery."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Good one,4,Good one
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Not Worth the Hype,3,"First iPhone experience; lacks Android conveniences like back button, volume control, keyboard features, and notification functions. Limited AI. Battery not strong. Positives: camera, smooth UI, ecosystem. Overall not worth the hype."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Not a quality anymore,3,Phone fell inside car from seat and screen broke within 2 months.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Battery weak,3,Battery drains fast even when new. Doesn’t last a full day. Calls it a poor standard for Apple.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Not worth the money,3,Bought as a gift. Works fine but overpriced for what it offers—paying more for the brand than for value.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Opaque testing,3,"Exchange promise broken; was to get ?30,300 for iPhone 14 but was asked ?12,000 more. Complains of unclear Rabbit Exchange testing. Suspects refurbished phone. Amazon support unhelpful."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Battery and heating,3,Battery drains quickly and phone heats up.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Not very happy,3,"Phone hangs, glitches during typing, inconsistent touch sensitivity. Apple’s quality is decreasing. Prices rising, but performance falling."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Iphone16-3 star,3,Battery gets hot quickly; processor slow vs Android; many features unclear without Siri or support. Prior OnePlus user finding transition tough. Some features good but still exploring.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",My phone is not working properly…,3,"After 2 updates: camera button issue, connectivity issues, heating, gyroscope and sensor malfunctions, brightness/contrast failures. Urges Amazon to intervene."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Not Worthy of money,3,Very expensive and not worth the money.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Poor Seller Experience,1,"iPhone stuck on ""Hello"" screen; unresponsive; required software reinstall at Apple center. Major inconvenience for premium product. Seller blamed; demands compensation."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black","Device is nice, pricing could be better.",3,Software issue out of box. Flipkart/store had better pricing. Got second device from store at ?5K cheaper.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Android,3,Believes Android is better than iPhone.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Only 3500 mah battery... recharge twice a day,3,Poor battery performance. Needs charging twice a day under normal usage.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",IPHONE 16 OVERHEATS AND MELTED THE BACK TEMPERED GLASS,1,Phone overheated and melted tempered glass within 2–3 days. Major safety concern. Bought from Clicktech Retail.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Bitter experience with Amazon,1,"Received defective phone. Frustrating support, slow replacement. Complex process. Delivery agent unhelpful. Regrets not buying from store."
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Worst,1,Expensive online purchase became a nightmare. 15+ days no refund. Return requests rejected. Poor service.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Phone is not working defective phone hone,1,Phone is dead and unresponsive. No return/replacement option. Warns others.
B0DGJHBX5Y,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",Good item But should supply items such as charger...,3,"Only phone supplied. No charger, screen protector. Feels it’s unfair."
